PassengerId,Survived,Sex,Age,Family,isMother,Pclass_1,Pclass_2,Embarked_1,Embarked_2,Fare_Category_1,Fare_Category_2
583,0,0,54,0,0,0,1,0,1,0,1
584,0,0,36,0,0,1,0,1,0,0,1
585,0,0,28,0,0,0,0,1,0,1,0
586,1,1,18,2,0,1,0,0,1,0,0
587,0,0,47,0,0,0,1,0,1,1,0
588,1,0,60,2,0,1,0,1,0,0,0
589,0,0,22,0,0,0,0,0,1,1,0
590,0,0,28,0,0,0,0,0,1,1,0
591,0,0,35,0,0,0,0,0,1,1,0
592,1,1,52,1,0,1,0,1,0,0,0
593,0,0,47,0,0,0,0,0,1,1,0
594,0,1,22,2,0,0,0,0,0,1,0
595,0,0,37,1,0,0,1,0,1,0,1
596,0,0,36,2,0,0,0,0,1,0,1
597,1,1,34,0,0,0,1,0,1,0,1
598,0,0,49,0,0,0,0,0,1,0,0
599,0,0,28,0,0,0,0,1,0,1,0
600,1,0,49,1,0,1,0,1,0,0,0
601,1,1,24,3,0,0,1,0,1,0,1
602,0,0,28,0,0,0,0,0,1,1,0
603,0,0,41,0,0,1,0,0,1,0,1
604,0,0,44,0,0,0,0,0,1,1,0
605,1,0,35,0,0,1,0,1,0,0,1
606,0,0,36,1,0,0,0,0,1,1,0
607,0,0,30,0,0,0,0,0,1,1,0
608,1,0,27,0,0,1,0,0,1,0,1
609,1,1,22,3,1,0,1,1,0,0,1
610,1,1,40,0,0,1,0,0,1,0,0
611,0,1,39,6,1,0,0,0,1,0,1
612,0,0,28,0,0,0,0,0,1,1,0
613,1,1,23,1,0,0,0,0,0,1,0
614,0,0,28,0,0,0,0,0,0,1,0
615,0,0,35,0,0,0,0,0,1,1,0
616,1,1,24,3,0,0,1,0,1,0,0
617,0,0,34,2,0,0,0,0,1,1,0
618,0,1,26,1,0,0,0,0,1,1,0
619,1,1,4,3,0,0,1,0,1,0,1
620,0,0,26,0,0,0,1,0,1,1,0
621,0,0,27,1,0,0,0,1,0,1,0
622,1,0,42,1,0,1,0,0,1,0,0
623,1,0,20,2,0,0,0,1,0,1,0
624,0,0,21,0,0,0,0,0,1,1,0
625,0,0,21,0,0,0,0,0,1,1,0
626,0,0,61,0,0,1,0,0,1,0,1
627,0,0,57,0,0,0,1,0,0,1,0
628,1,1,21,0,0,1,0,0,1,0,0
629,0,0,26,0,0,0,0,0,1,1,0
630,0,0,28,0,0,0,0,0,0,1,0
631,1,0,80,0,0,1,0,0,1,0,1
632,0,0,51,0,0,0,0,0,1,1,0
633,1,0,32,0,0,1,0,1,0,0,1
634,0,0,41,0,0,1,0,0,1,0,0
635,0,1,9,5,0,0,0,0,1,0,1
636,1,1,28,0,0,0,1,0,1,1,0
637,0,0,32,0,0,0,0,0,1,1,0
638,0,0,31,2,0,0,1,0,1,0,1
639,0,1,41,5,1,0,0,0,1,0,1
640,0,0,23,1,0,0,0,0,1,1,0
641,0,0,20,0,0,0,0,0,1,1,0
642,1,1,24,0,0,1,0,1,0,0,0
643,0,1,2,5,0,0,0,0,1,0,1
644,1,0,28,0,0,0,0,0,1,0,0
645,1,1,1,3,0,0,0,1,0,1,0
646,1,0,48,1,0,1,0,1,0,0,0
647,0,0,19,0,0,0,0,0,1,1,0
648,1,0,56,0,0,1,0,1,0,0,1
649,0,0,28,0,0,0,0,0,1,1,0
650,1,1,23,0,0,0,0,0,1,1,0
651,0,0,28,0,0,0,0,0,1,1,0
652,1,1,18,1,0,0,1,0,1,0,1
653,0,0,21,0,0,0,0,0,1,1,0
654,1,1,28,0,0,0,0,0,0,1,0
655,0,1,18,0,0,0,0,0,0,1,0
656,0,0,24,2,0,0,1,0,1,0,0
657,0,0,28,0,0,0,0,0,1,1,0
658,0,1,32,2,0,0,0,0,0,1,0
659,0,0,23,0,0,0,1,0,1,1,0
660,0,0,58,2,0,1,0,1,0,0,0
661,1,0,50,2,0,1,0,0,1,0,0
662,0,0,40,0,0,0,0,1,0,1,0
663,0,0,47,0,0,1,0,0,1,0,1
664,0,0,36,0,0,0,0,0,1,1,0
665,1,0,20,1,0,0,0,0,1,1,0
666,0,0,32,2,0,0,1,0,1,0,0
667,0,0,25,0,0,0,1,0,1,1,0
668,0,0,28,0,0,0,0,0,1,1,0
669,0,0,43,0,0,0,0,0,1,1,0
670,1,1,37,1,0,1,0,0,1,0,0
671,1,1,40,2,0,0,1,0,1,0,1
672,0,0,31,1,0,1,0,0,1,0,0
673,0,0,70,0,0,0,1,0,1,1,0
674,1,0,31,0,0,0,1,0,1,1,0
675,0,0,34,0,0,0,1,0,1,0,0
676,0,0,18,0,0,0,0,0,1,1,0
677,0,0,24,0,0,0,0,0,1,1,0
678,1,1,18,0,0,0,0,0,1,1,0
679,0,1,43,7,1,0,0,0,1,0,0
680,1,0,36,1,0,1,0,1,0,0,0
681,0,1,28,0,0,0,0,0,0,1,0
682,1,0,27,0,0,1,0,1,0,0,0
683,0,0,20,0,0,0,0,0,1,1,0
684,0,0,14,7,0,0,0,0,1,0,0
685,0,0,60,2,0,0,1,0,1,0,1
686,0,0,25,3,0,0,1,1,0,0,1
687,0,0,14,5,0,0,0,0,1,0,1
688,0,0,19,0,0,0,0,0,1,1,0
689,0,0,18,0,0,0,0,0,1,1,0
690,1,1,15,1,0,1,0,0,1,0,0
691,1,0,31,1,0,1,0,0,1,0,0
692,1,1,4,1,0,0,0,1,0,1,0
693,1,0,28,0,0,0,0,0,1,0,0
694,0,0,25,0,0,0,0,1,0,1,0
695,0,0,60,0,0,1,0,0,1,0,1
696,0,0,52,0,0,0,1,0,1,1,0
697,0,0,44,0,0,0,0,0,1,1,0
698,1,1,28,0,0,0,0,0,0,1,0
699,0,0,49,2,0,1,0,1,0,0,0
700,0,0,42,0,0,0,0,0,1,1,0
701,1,1,18,1,0,1,0,1,0,0,0
702,1,0,35,0,0,1,0,0,1,0,1
703,0,1,18,1,0,0,0,1,0,1,0
704,0,0,25,0,0,0,0,0,0,1,0
705,0,0,26,1,0,0,0,0,1,1,0
706,0,0,39,0,0,0,1,0,1,0,1
707,1,1,45,0,0,0,1,0,1,1,0
708,1,0,42,0,0,1,0,0,1,0,1
709,1,1,22,0,0,1,0,0,1,0,0
710,1,0,22,2,0,0,0,1,0,1,0
711,1,1,24,0,0,1,0,1,0,0,0
712,0,0,41,0,0,1,0,0,1,0,1
713,1,0,48,1,0,1,0,0,1,0,0
714,0,0,29,0,0,0,0,0,1,1,0
715,0,0,52,0,0,0,1,0,1,1,0
716,0,0,19,0,0,0,0,0,1,1,0
717,1,1,38,0,0,1,0,1,0,0,0
718,1,1,27,0,0,0,1,0,1,1,0
719,0,0,28,0,0,0,0,0,0,1,0
720,0,0,33,0,0,0,0,0,1,1,0
721,1,1,6,1,0,0,1,0,1,0,1
722,0,0,17,1,0,0,0,0,1,1,0
723,0,0,34,0,0,0,1,0,1,1,0
724,0,0,50,0,0,0,1,0,1,1,0
725,1,0,27,1,0,1,0,0,1,0,0
726,0,0,20,0,0,0,0,0,1,1,0
727,1,1,30,3,0,0,1,0,1,1,0
728,1,1,28,0,0,0,0,0,0,1,0
729,0,0,25,1,0,0,1,0,1,0,1
730,0,1,25,1,0,0,0,0,1,1,0
731,1,1,29,0,0,1,0,0,1,0,0
732,0,0,11,0,0,0,0,1,0,1,0
733,0,0,34,0,0,0,1,0,1,0,0
734,0,0,23,0,0,0,1,0,1,1,0
735,0,0,23,0,0,0,1,0,1,1,0
736,0,0,28,0,0,0,0,0,1,1,0
737,0,1,48,4,1,0,0,0,1,0,1
738,1,0,35,0,0,1,0,1,0,0,0
739,0,0,28,0,0,0,0,0,1,1,0
740,0,0,28,0,0,0,0,0,1,1,0
741,1,0,41,0,0,1,0,0,1,0,1
742,0,0,36,1,0,1,0,0,1,0,0
743,1,1,21,4,0,1,0,1,0,0,0
744,0,0,24,1,0,0,0,0,1,1,0
745,1,0,31,0,0,0,0,0,1,1,0
746,0,0,70,2,0,1,0,0,1,0,0
747,0,0,16,2,0,0,0,0,1,1,0
748,1,1,30,0,0,0,1,0,1,1,0
749,0,0,19,1,0,1,0,0,1,0,0
750,0,0,31,0,0,0,0,0,0,1,0
751,1,1,4,2,0,0,1,0,1,0,1
752,1,0,6,1,0,0,0,0,1,1,0
753,0,0,33,0,0,0,0,0,1,1,0
754,0,0,23,0,0,0,0,0,1,1,0
755,1,1,48,3,1,0,1,0,1,0,0
756,1,0,1,2,0,0,1,0,1,1,0
757,0,0,28,0,0,0,0,0,1,1,0
758,0,0,18,0,0,0,1,0,1,1,0
759,0,0,34,0,0,0,0,0,1,1,0
760,1,1,33,0,0,1,0,0,1,0,0
761,0,0,28,0,0,0,0,0,1,1,0
762,0,0,41,0,0,0,0,0,1,1,0
763,1,0,20,0,0,0,0,1,0,1,0
764,1,1,36,3,1,1,0,0,1,0,0
765,0,0,16,0,0,0,0,0,1,1,0
766,1,1,51,1,0,1,0,0,1,0,0
767,0,0,41,0,0,1,0,1,0,0,1
768,0,1,30,0,0,0,0,0,0,1,0
769,0,0,23,1,0,0,0,0,0,0,1
770,0,0,32,0,0,0,0,0,1,1,0
771,0,0,24,0,0,0,0,0,1,1,0
772,0,0,48,0,0,0,0,0,1,1,0
773,0,1,57,0,0,0,1,0,1,1,0
774,0,0,28,0,0,0,0,1,0,1,0
775,1,1,54,4,1,0,1,0,1,0,1
776,0,0,18,0,0,0,0,0,1,1,0
777,0,0,28,0,0,0,0,0,0,1,0
778,1,1,5,0,0,0,0,0,1,1,0
779,0,0,28,0,0,0,0,0,0,1,0
780,1,1,43,1,0,1,0,0,1,0,0
781,1,1,13,0,0,0,0,1,0,1,0
782,1,1,17,1,0,1,0,0,1,0,0
783,0,0,29,0,0,1,0,0,1,0,1
784,0,0,13,3,0,0,0,0,1,0,1
785,0,0,25,0,0,0,0,0,1,1,0
786,0,0,25,0,0,0,0,0,1,1,0
787,1,1,18,0,0,0,0,0,1,1,0
788,0,0,8,5,0,0,0,0,0,0,1
789,1,0,1,3,0,0,0,0,1,1,0
790,0,0,46,0,0,1,0,1,0,0,0
791,0,0,28,0,0,0,0,0,0,1,0
792,0,0,16,0,0,0,1,0,1,0,1
794,0,0,41,0,0,1,0,1,0,0,1
795,0,0,25,0,0,0,0,0,1,1,0
796,0,0,39,0,0,0,1,0,1,1,0
797,1,1,49,0,0,1,0,0,1,0,1
798,1,1,31,0,0,0,0,0,1,1,0
799,0,0,30,0,0,0,0,1,0,1,0
800,0,1,30,2,0,0,0,0,1,0,1
801,0,0,34,0,0,0,1,0,1,1,0
802,1,1,31,2,0,0,1,0,1,0,1
803,1,0,11,3,0,1,0,0,1,0,0
804,1,0,0,1,0,0,0,1,0,1,0
805,1,0,27,0,0,0,0,0,1,1,0
806,0,0,31,0,0,0,0,0,1,1,0
807,0,0,39,0,0,1,0,0,1,0,0
808,0,1,18,0,0,0,0,0,1,1,0
809,0,0,39,0,0,0,1,0,1,1,0
810,1,1,33,1,0,1,0,0,1,0,0
811,0,0,26,0,0,0,0,0,1,1,0
812,0,0,39,0,0,0,0,0,1,0,1
813,0,0,35,0,0,0,1,0,1,1,0
814,0,1,6,6,0,0,0,0,1,0,1
815,0,0,30,0,0,0,0,0,1,1,0
816,0,0,41,0,0,1,0,0,1,0,0
817,0,1,23,0,0,0,0,0,1,1,0
818,0,0,31,2,0,0,1,1,0,0,1
819,0,0,43,0,0,0,0,0,1,1,0
820,0,0,10,5,0,0,0,0,1,0,1
821,1,1,52,2,0,1,0,0,1,0,0
822,1,0,27,0,0,0,0,0,1,1,0
823,0,0,38,0,0,1,0,0,1,0,0
824,1,1,27,1,0,0,0,0,1,1,0
825,0,0,2,5,0,0,0,0,1,0,1
826,0,0,28,0,0,0,0,0,0,1,0
827,0,0,28,0,0,0,0,0,1,0,0
828,1,0,1,2,0,0,1,1,0,0,1
829,1,0,28,0,0,0,0,0,0,1,0
831,1,1,15,1,0,0,0,1,0,1,0
832,1,0,1,2,0,0,1,0,1,1,0
833,0,0,28,0,0,0,0,1,0,1,0
834,0,0,23,0,0,0,0,0,1,1,0
835,0,0,18,0,0,0,0,0,1,1,0
836,1,1,39,2,0,1,0,1,0,0,0
837,0,0,21,0,0,0,0,0,1,1,0
838,0,0,28,0,0,0,0,0,1,1,0
839,1,0,32,0,0,0,0,0,1,0,0
840,1,0,41,0,0,1,0,1,0,0,1
841,0,0,20,0,0,0,0,0,1,1,0
842,0,0,16,0,0,0,1,0,1,1,0
843,1,1,30,0,0,1,0,1,0,0,1
844,0,0,34,0,0,0,0,1,0,1,0
845,0,0,17,0,0,0,0,0,1,1,0
846,0,0,42,0,0,0,0,0,1,1,0
848,0,0,35,0,0,0,0,1,0,1,0
849,0,0,28,1,0,0,1,0,1,0,1
850,1,1,37,1,0,1,0,1,0,0,0
851,0,0,4,6,0,0,0,0,1,0,1
852,0,0,74,0,0,0,0,0,1,1,0
853,0,1,9,2,0,0,0,1,0,1,0
854,1,1,16,1,0,1,0,0,1,0,1
855,0,1,44,1,0,0,1,0,1,0,1
856,1,1,18,1,0,0,0,0,1,1,0
857,1,1,45,2,0,1,0,0,1,0,0
858,1,0,51,0,0,1,0,0,1,0,1
859,1,1,24,3,1,0,0,1,0,1,0
860,0,0,28,0,0,0,0,1,0,1,0
861,0,0,41,2,0,0,0,0,1,1,0
862,0,0,21,1,0,0,1,0,1,1,0
863,1,1,48,0,0,1,0,0,1,0,1
865,0,0,24,0,0,0,1,0,1,1,0
866,1,1,42,0,0,0,1,0,1,1,0
867,1,1,27,1,0,0,1,1,0,1,0
868,0,0,31,0,0,1,0,0,1,0,0
869,0,0,28,0,0,0,0,0,1,1,0
870,1,0,4,2,0,0,0,0,1,1,0
871,0,0,26,0,0,0,0,0,1,1,0
872,1,1,47,2,0,1,0,0,1,0,0
873,0,0,33,0,0,1,0,0,1,1,0
874,0,0,47,0,0,0,0,0,1,1,0
875,1,1,28,1,0,0,1,1,0,0,1
876,1,1,15,0,0,0,0,1,0,1,0
877,0,0,20,0,0,0,0,0,1,1,0
878,0,0,19,0,0,0,0,0,1,1,0
879,0,0,28,0,0,0,0,0,1,1,0
880,1,1,56,1,0,1,0,1,0,0,0
881,1,1,25,1,0,0,1,0,1,0,1
882,0,0,33,0,0,0,0,0,1,1,0
883,0,1,22,0,0,0,0,0,1,1,0
884,0,0,28,0,0,0,1,0,1,1,0
885,0,0,25,0,0,0,0,0,1,1,0
886,0,1,39,5,1,0,0,0,0,0,1
887,0,0,27,0,0,0,1,0,1,1,0
888,1,1,19,0,0,1,0,0,1,0,1
889,0,1,13,3,0,0,0,0,1,0,1
890,1,0,26,0,0,1,0,1,0,0,1
891,0,0,32,0,0,0,0,0,0,1,0
