PassengerId,Survived,Sex,Age,SibSp,Parch,Fare,Title,Pclass_1,Pclass_2,Embarked_C,Embarked_Q
519,1,1,36.0,1,0,26,3,0,1,0,0
520,0,0,32.0,0,0,7,1,0,0,0,0
521,1,1,30.0,0,0,93,2,1,0,0,0
522,0,0,22.0,0,0,7,1,0,0,0,0
523,0,0,28.724890829694324,0,0,7,1,0,0,1,0
524,1,1,44.0,0,1,57,3,1,0,1,0
525,0,0,28.724890829694324,0,0,7,1,0,0,1,0
526,0,0,40.5,0,0,7,1,0,0,0,1
527,1,1,50.0,0,0,10,2,0,1,0,0
528,0,0,41.58045977011494,0,0,221,1,1,0,0,0
529,0,0,39.0,0,0,7,1,0,0,0,0
530,0,0,23.0,2,1,11,1,0,1,0,0
531,1,1,2.0,1,1,26,2,0,1,0,0
532,0,0,28.724890829694324,0,0,7,1,0,0,1,0
533,0,0,17.0,1,1,7,1,0,0,1,0
534,1,1,33.515151515151516,0,2,22,3,0,0,1,0
535,0,1,30.0,0,0,8,2,0,0,0,0
536,1,1,7.0,0,2,26,2,0,1,0,0
537,0,0,45.0,0,0,26,5,1,0,0,0
538,1,1,30.0,0,0,106,2,1,0,1,0
539,0,0,28.724890829694324,0,0,14,1,0,0,0,0
540,1,1,22.0,0,2,49,2,1,0,1,0
541,1,1,36.0,0,2,71,2,1,0,0,0
542,0,1,9.0,4,2,31,2,0,0,0,0
543,0,1,11.0,4,2,31,2,0,0,0,0
544,1,0,32.0,1,0,26,1,0,1,0,0
545,0,0,50.0,1,0,106,1,1,0,1,0
546,0,0,64.0,0,0,26,1,1,0,0,0
547,1,1,19.0,1,0,26,3,0,1,0,0
548,1,0,32.76829268292683,0,0,13,1,0,1,1,0
549,0,0,33.0,1,1,20,1,0,0,0,0
550,1,0,8.0,1,1,36,4,0,1,0,0
551,1,0,17.0,0,2,110,1,1,0,1,0
552,0,0,27.0,0,0,26,1,0,1,0,0
553,0,0,28.724890829694324,0,0,7,1,0,0,0,1
554,1,0,22.0,0,0,7,1,0,0,1,0
555,1,1,22.0,0,0,7,2,0,0,0,0
556,0,0,62.0,0,0,26,1,1,0,0,0
557,1,1,48.0,1,0,39,5,1,0,1,0
558,0,0,41.58045977011494,0,0,227,1,1,0,1,0
559,1,1,39.0,1,1,79,3,1,0,0,0
560,1,1,36.0,1,0,17,3,0,0,0,0
561,0,0,28.724890829694324,0,0,7,1,0,0,0,1
562,0,0,40.0,0,0,7,1,0,0,0,0
563,0,0,28.0,0,0,13,1,0,1,0,0
564,0,0,28.724890829694324,0,0,8,1,0,0,0,0
565,0,1,16.1231884057971,0,0,8,2,0,0,0,0
566,0,0,24.0,2,0,24,1,0,0,0,0
567,0,0,19.0,0,0,7,1,0,0,0,0
568,0,1,29.0,0,4,21,3,0,0,0,0
569,0,0,28.724890829694324,0,0,7,1,0,0,1,0
570,1,0,32.0,0,0,7,1,0,0,0,0
571,1,0,62.0,0,0,10,1,0,1,0,0
572,1,1,53.0,2,0,51,3,1,0,0,0
573,1,0,36.0,0,0,26,1,1,0,0,0
574,1,1,16.1231884057971,0,0,7,2,0,0,0,1
575,0,0,16.0,0,0,8,1,0,0,0,0
576,0,0,19.0,0,0,14,1,0,0,0,0
577,1,1,34.0,0,0,13,2,0,1,0,0
578,1,1,39.0,1,0,55,3,1,0,0,0
579,0,1,33.515151515151516,1,0,14,3,0,0,1,0
580,1,0,32.0,0,0,7,1,0,0,0,0
581,1,1,25.0,1,1,30,2,0,1,0,0
582,1,1,39.0,1,1,110,3,1,0,1,0
583,0,0,54.0,0,0,26,1,0,1,0,0
584,0,0,36.0,0,0,40,1,1,0,1,0
585,0,0,28.724890829694324,0,0,8,1,0,0,1,0
586,1,1,18.0,0,2,79,2,1,0,0,0
587,0,0,47.0,0,0,15,1,0,1,0,0
588,1,0,60.0,1,1,79,1,1,0,1,0
589,0,0,22.0,0,0,8,1,0,0,0,0
590,0,0,28.724890829694324,0,0,8,1,0,0,0,0
591,0,0,35.0,0,0,7,1,0,0,0,0
592,1,1,52.0,1,0,78,3,1,0,1,0
593,0,0,47.0,0,0,7,1,0,0,0,0
594,0,1,16.1231884057971,0,2,7,2,0,0,0,1
595,0,0,37.0,1,0,26,1,0,1,0,0
596,0,0,36.0,1,1,24,1,0,0,0,0
597,1,1,22.560606060606062,0,0,33,2,0,1,0,0
598,0,0,49.0,0,0,0,1,0,0,0,0
599,0,0,28.724890829694324,0,0,7,1,0,0,1,0
600,1,0,49.0,1,0,56,5,1,0,1,0
601,1,1,24.0,2,1,27,3,0,1,0,0
602,0,0,28.724890829694324,0,0,7,1,0,0,0,0
603,0,0,41.58045977011494,0,0,42,1,1,0,0,0
604,0,0,44.0,0,0,8,1,0,0,0,0
605,1,0,35.0,0,0,26,1,1,0,1,0
606,0,0,36.0,1,0,15,1,0,0,0,0
607,0,0,30.0,0,0,7,1,0,0,0,0
608,1,0,27.0,0,0,30,1,1,0,0,0
609,1,1,22.0,1,2,41,3,0,1,1,0
610,1,1,40.0,0,0,153,2,1,0,0,0
611,0,1,39.0,1,5,31,3,0,0,0,0
612,0,0,28.724890829694324,0,0,7,1,0,0,0,0
613,1,1,16.1231884057971,1,0,15,2,0,0,0,1
614,0,0,28.724890829694324,0,0,7,1,0,0,0,1
615,0,0,35.0,0,0,8,1,0,0,0,0
616,1,1,24.0,1,2,65,2,0,1,0,0
617,0,0,34.0,1,1,14,1,0,0,0,0
618,0,1,26.0,1,0,16,3,0,0,0,0
619,1,1,4.0,2,1,39,2,0,1,0,0
620,0,0,26.0,0,0,10,1,0,1,0,0
621,0,0,27.0,1,0,14,1,0,0,1,0
622,1,0,42.0,1,0,52,1,1,0,0,0
623,1,0,20.0,1,1,15,1,0,0,1,0
624,0,0,21.0,0,0,7,1,0,0,0,0
625,0,0,21.0,0,0,16,1,0,0,0,0
626,0,0,61.0,0,0,32,1,1,0,0,0
627,0,0,57.0,0,0,12,5,0,1,0,1
628,1,1,21.0,0,0,77,2,1,0,0,0
629,0,0,26.0,0,0,7,1,0,0,0,0
630,0,0,28.724890829694324,0,0,7,1,0,0,0,1
631,1,0,80.0,0,0,30,1,1,0,0,0
632,0,0,51.0,0,0,7,1,0,0,0,0
633,1,0,32.0,0,0,30,5,1,0,1,0
634,0,0,41.58045977011494,0,0,0,1,1,0,0,0
635,0,1,9.0,3,2,27,2,0,0,0,0
636,1,1,28.0,0,0,13,2,0,1,0,0
637,0,0,32.0,0,0,7,1,0,0,0,0
638,0,0,31.0,1,1,26,1,0,1,0,0
639,0,1,41.0,0,5,39,3,0,0,0,0
640,0,0,28.724890829694324,1,0,16,1,0,0,0,0
641,0,0,20.0,0,0,7,1,0,0,0,0
642,1,1,24.0,0,0,69,2,1,0,1,0
643,0,1,2.0,3,2,27,2,0,0,0,0
644,1,0,28.724890829694324,0,0,56,1,0,0,0,0
645,1,1,0.75,2,1,19,2,0,0,1,0
646,1,0,48.0,1,0,76,1,1,0,1,0
647,0,0,19.0,0,0,7,1,0,0,0,0
648,1,0,56.0,0,0,35,5,1,0,1,0
649,0,0,28.724890829694324,0,0,7,1,0,0,0,0
650,1,1,23.0,0,0,7,2,0,0,0,0
651,0,0,28.724890829694324,0,0,7,1,0,0,0,0
652,1,1,18.0,0,1,23,2,0,1,0,0
653,0,0,21.0,0,0,8,1,0,0,0,0
654,1,1,16.1231884057971,0,0,7,2,0,0,0,1
655,0,1,18.0,0,0,6,2,0,0,0,1
656,0,0,24.0,2,0,73,1,0,1,0,0
657,0,0,28.724890829694324,0,0,7,1,0,0,0,0
658,0,1,32.0,1,1,15,3,0,0,0,1
659,0,0,23.0,0,0,13,1,0,1,0,0
660,0,0,58.0,0,2,113,1,1,0,1,0
661,1,0,50.0,2,0,133,5,1,0,0,0
662,0,0,40.0,0,0,7,1,0,0,1,0
663,0,0,47.0,0,0,25,1,1,0,0,0
664,0,0,36.0,0,0,7,1,0,0,0,0
665,1,0,20.0,1,0,7,1,0,0,0,0
666,0,0,32.0,2,0,73,1,0,1,0,0
667,0,0,25.0,0,0,13,1,0,1,0,0
668,0,0,28.724890829694324,0,0,7,1,0,0,0,0
669,0,0,43.0,0,0,8,1,0,0,0,0
670,1,1,40.4,1,0,52,3,1,0,0,0
671,1,1,40.0,1,1,39,3,0,1,0,0
672,0,0,31.0,1,0,52,1,1,0,0,0
673,0,0,70.0,0,0,10,1,0,1,0,0
674,1,0,31.0,0,0,13,1,0,1,0,0
675,0,0,32.76829268292683,0,0,0,1,0,1,0,0
676,0,0,18.0,0,0,7,1,0,0,0,0
677,0,0,24.5,0,0,8,1,0,0,0,0
678,1,1,18.0,0,0,9,2,0,0,0,0
679,0,1,43.0,1,6,46,3,0,0,0,0
680,1,0,36.0,0,1,512,1,1,0,1,0
681,0,1,16.1231884057971,0,0,8,2,0,0,0,1
682,1,0,27.0,0,0,76,1,1,0,1,0
683,0,0,20.0,0,0,9,1,0,0,0,0
684,0,0,14.0,5,2,46,1,0,0,0,0
685,0,0,60.0,1,1,39,1,0,1,0,0
686,0,0,25.0,1,2,41,1,0,1,1,0
687,0,0,14.0,4,1,39,1,0,0,0,0
688,0,0,19.0,0,0,10,1,0,0,0,0
689,0,0,18.0,0,0,7,1,0,0,0,0
690,1,1,15.0,0,1,211,2,1,0,0,0
691,1,0,31.0,1,0,57,1,1,0,0,0
692,1,1,4.0,0,1,13,2,0,0,1,0
693,1,0,28.724890829694324,0,0,56,1,0,0,0,0
694,0,0,25.0,0,0,7,1,0,0,1,0
695,0,0,60.0,0,0,26,5,1,0,0,0
696,0,0,52.0,0,0,13,1,0,1,0,0
697,0,0,44.0,0,0,8,1,0,0,0,0
698,1,1,16.1231884057971,0,0,7,2,0,0,0,1
699,0,0,49.0,1,1,110,1,1,0,1,0
700,0,0,42.0,0,0,7,1,0,0,0,0
701,1,1,18.0,1,0,227,3,1,0,1,0
702,1,0,35.0,0,0,26,1,1,0,0,0
703,0,1,18.0,0,1,14,2,0,0,1,0
704,0,0,25.0,0,0,7,1,0,0,0,1
705,0,0,26.0,1,0,7,1,0,0,0,0
706,0,0,39.0,0,0,26,1,0,1,0,0
707,1,1,45.0,0,0,13,3,0,1,0,0
708,1,0,42.0,0,0,26,1,1,0,0,0
709,1,1,22.0,0,0,151,2,1,0,0,0
710,1,0,5.350833333333333,1,1,15,4,0,0,1,0
711,1,1,24.0,0,0,49,2,1,0,1,0
712,0,0,41.58045977011494,0,0,26,1,1,0,0,0
713,1,0,48.0,1,0,52,1,1,0,0,0
714,0,0,29.0,0,0,9,1,0,0,0,0
715,0,0,52.0,0,0,13,1,0,1,0,0
716,0,0,19.0,0,0,7,1,0,0,0,0
717,1,1,38.0,0,0,227,2,1,0,1,0
718,1,1,27.0,0,0,10,2,0,1,0,0
719,0,0,28.724890829694324,0,0,15,1,0,0,0,1
720,0,0,33.0,0,0,7,1,0,0,0,0
721,1,1,6.0,0,1,33,2,0,1,0,0
722,0,0,17.0,1,0,7,1,0,0,0,0
723,0,0,34.0,0,0,13,1,0,1,0,0
724,0,0,50.0,0,0,13,1,0,1,0,0
725,1,0,27.0,1,0,53,1,1,0,0,0
726,0,0,20.0,0,0,8,1,0,0,0,0
727,1,1,30.0,3,0,21,3,0,1,0,0
728,1,1,16.1231884057971,0,0,7,2,0,0,0,1
729,0,0,25.0,1,0,26,1,0,1,0,0
730,0,1,25.0,1,0,7,2,0,0,0,0
731,1,1,29.0,0,0,211,2,1,0,0,0
732,0,0,11.0,0,0,18,1,0,0,1,0
733,0,0,32.76829268292683,0,0,0,1,0,1,0,0
734,0,0,23.0,0,0,13,1,0,1,0,0
735,0,0,23.0,0,0,13,1,0,1,0,0
736,0,0,28.5,0,0,16,1,0,0,0,0
737,0,1,48.0,1,3,34,3,0,0,0,0
738,1,0,35.0,0,0,512,1,1,0,1,0
739,0,0,28.724890829694324,0,0,7,1,0,0,0,0
740,0,0,28.724890829694324,0,0,7,1,0,0,0,0
741,1,0,41.58045977011494,0,0,30,1,1,0,0,0
742,0,0,36.0,1,0,78,1,1,0,0,0
743,1,1,21.0,2,2,262,2,1,0,1,0
744,0,0,24.0,1,0,16,1,0,0,0,0
745,1,0,31.0,0,0,7,1,0,0,0,0
746,0,0,70.0,1,1,71,5,1,0,0,0
747,0,0,16.0,1,1,20,1,0,0,0,0
748,1,1,30.0,0,0,13,2,0,1,0,0
749,0,0,19.0,1,0,53,1,1,0,0,0
750,0,0,31.0,0,0,7,1,0,0,0,1
751,1,1,4.0,1,1,23,2,0,1,0,0
752,1,0,6.0,0,1,12,4,0,0,0,0
753,0,0,33.0,0,0,9,1,0,0,0,0
754,0,0,23.0,0,0,7,1,0,0,0,0
755,1,1,48.0,1,2,65,3,0,1,0,0
756,1,0,0.67,1,1,14,4,0,1,0,0
757,0,0,28.0,0,0,7,1,0,0,0,0
758,0,0,18.0,0,0,11,1,0,1,0,0
759,0,0,34.0,0,0,8,1,0,0,0,0
760,1,1,33.0,0,0,86,5,1,0,0,0
761,0,0,28.724890829694324,0,0,14,1,0,0,0,0
762,0,0,41.0,0,0,7,1,0,0,0,0
763,1,0,20.0,0,0,7,1,0,0,1,0
764,1,1,36.0,1,2,120,3,1,0,0,0
765,0,0,16.0,0,0,7,1,0,0,0,0
766,1,1,51.0,1,0,77,3,1,0,0,0
767,0,0,48.72727272727273,0,0,39,5,1,0,1,0
768,0,1,30.5,0,0,7,2,0,0,0,1
769,0,0,28.724890829694324,1,0,24,1,0,0,0,1
770,0,0,32.0,0,0,8,1,0,0,0,0
771,0,0,24.0,0,0,9,1,0,0,0,0
772,0,0,48.0,0,0,7,1,0,0,0,0
773,0,1,57.0,0,0,10,3,0,1,0,0
774,0,0,28.724890829694324,0,0,7,1,0,0,1,0
775,1,1,54.0,1,3,23,3,0,1,0,0
776,0,0,18.0,0,0,7,1,0,0,0,0
777,0,0,28.724890829694324,0,0,7,1,0,0,0,1
778,1,1,5.0,0,0,12,2,0,0,0,0
779,0,0,28.724890829694324,0,0,7,1,0,0,0,1
780,1,1,43.0,0,1,211,3,1,0,0,0
781,1,1,13.0,0,0,7,2,0,0,1,0
782,1,1,17.0,1,0,57,3,1,0,0,0
783,0,0,29.0,0,0,30,1,1,0,0,0
784,0,0,28.724890829694324,1,2,23,1,0,0,0,0
785,0,0,25.0,0,0,7,1,0,0,0,0
786,0,0,25.0,0,0,7,1,0,0,0,0
787,1,1,18.0,0,0,7,2,0,0,0,0
788,0,0,8.0,4,1,29,4,0,0,0,1
789,1,0,1.0,1,2,20,4,0,0,0,0
790,0,0,46.0,0,0,79,1,1,0,1,0
791,0,0,28.724890829694324,0,0,7,1,0,0,0,1
792,0,0,16.0,0,0,26,1,0,1,0,0
793,0,1,16.1231884057971,8,2,69,2,0,0,0,0
794,0,0,41.58045977011494,0,0,30,1,1,0,1,0
795,0,0,25.0,0,0,7,1,0,0,0,0
796,0,0,39.0,0,0,13,1,0,1,0,0
797,1,1,49.0,0,0,25,5,1,0,0,0
798,1,1,31.0,0,0,8,3,0,0,0,0
799,0,0,30.0,0,0,7,1,0,0,1,0
800,0,1,30.0,1,1,24,3,0,0,0,0
801,0,0,34.0,0,0,13,1,0,1,0,0
802,1,1,31.0,1,1,26,3,0,1,0,0
803,1,0,11.0,1,2,120,4,1,0,0,0
804,1,0,0.42,0,1,8,4,0,0,1,0
805,1,0,27.0,0,0,6,1,0,0,0,0
806,0,0,31.0,0,0,7,1,0,0,0,0
807,0,0,39.0,0,0,0,1,1,0,0,0
808,0,1,18.0,0,0,7,2,0,0,0,0
809,0,0,39.0,0,0,13,1,0,1,0,0
810,1,1,33.0,1,0,53,3,1,0,0,0
811,0,0,26.0,0,0,7,1,0,0,0,0
812,0,0,39.0,0,0,24,1,0,0,0,0
813,0,0,35.0,0,0,10,1,0,1,0,0
814,0,1,6.0,4,2,31,2,0,0,0,0
815,0,0,30.5,0,0,8,1,0,0,0,0
816,0,0,41.58045977011494,0,0,0,1,1,0,0,0
817,0,1,23.0,0,0,7,2,0,0,0,0
818,0,0,31.0,1,1,37,1,0,1,1,0
819,0,0,43.0,0,0,6,1,0,0,0,0
820,0,0,10.0,3,2,27,4,0,0,0,0
821,1,1,52.0,1,1,93,3,1,0,0,0
822,1,0,27.0,0,0,8,1,0,0,0,0
823,0,0,38.0,0,0,0,5,1,0,0,0
824,1,1,27.0,0,1,12,3,0,0,0,0
825,0,0,2.0,4,1,39,4,0,0,0,0
826,0,0,28.724890829694324,0,0,6,1,0,0,0,1
827,0,0,28.724890829694324,0,0,56,1,0,0,0,0
828,1,0,1.0,0,2,37,4,0,1,1,0
829,1,0,28.724890829694324,0,0,7,1,0,0,0,1
830,1,1,62.0,0,0,80,3,1,0,0,0
831,1,1,15.0,1,0,14,3,0,0,1,0
832,1,0,0.83,1,1,18,4,0,1,0,0
833,0,0,28.724890829694324,0,0,7,1,0,0,1,0
834,0,0,23.0,0,0,7,1,0,0,0,0
835,0,0,18.0,0,0,8,1,0,0,0,0
836,1,1,39.0,1,1,83,2,1,0,1,0
837,0,0,21.0,0,0,8,1,0,0,0,0
838,0,0,28.724890829694324,0,0,8,1,0,0,0,0
839,1,0,32.0,0,0,56,1,0,0,0,0
840,1,0,41.58045977011494,0,0,29,1,1,0,1,0
841,0,0,20.0,0,0,7,1,0,0,0,0
842,0,0,16.0,0,0,10,1,0,1,0,0
843,1,1,30.0,0,0,31,2,1,0,1,0
844,0,0,34.5,0,0,6,1,0,0,1,0
845,0,0,17.0,0,0,8,1,0,0,0,0
846,0,0,42.0,0,0,7,1,0,0,0,0
847,0,0,28.724890829694324,8,2,69,1,0,0,0,0
848,0,0,35.0,0,0,7,1,0,0,1,0
849,0,0,28.0,0,1,33,5,0,1,0,0
850,1,1,40.4,1,0,89,3,1,0,1,0
851,0,0,4.0,4,2,31,4,0,0,0,0
852,0,0,74.0,0,0,7,1,0,0,0,0
853,0,1,9.0,1,1,15,2,0,0,1,0
854,1,1,16.0,0,1,39,2,1,0,0,0
855,0,1,44.0,1,0,26,3,0,1,0,0
856,1,1,18.0,0,1,9,3,0,0,0,0
857,1,1,45.0,1,1,164,3,1,0,0,0
858,1,0,51.0,0,0,26,1,1,0,0,0
859,1,1,24.0,0,3,19,3,0,0,1,0
860,0,0,28.724890829694324,0,0,7,1,0,0,1,0
861,0,0,41.0,2,0,14,1,0,0,0,0
862,0,0,21.0,1,0,11,1,0,1,0,0
863,1,1,48.0,0,0,25,3,1,0,0,0
864,0,1,16.1231884057971,8,2,69,2,0,0,0,0
865,0,0,24.0,0,0,13,1,0,1,0,0
866,1,1,42.0,0,0,13,3,0,1,0,0
867,1,1,27.0,1,0,13,2,0,1,1,0
868,0,0,31.0,0,0,50,1,1,0,0,0
869,0,0,28.724890829694324,0,0,9,1,0,0,0,0
870,1,0,4.0,1,1,11,4,0,0,0,0
871,0,0,26.0,0,0,7,1,0,0,0,0
872,1,1,47.0,1,1,52,3,1,0,0,0
873,0,0,33.0,0,0,5,1,1,0,0,0
874,0,0,47.0,0,0,9,1,0,0,0,0
875,1,1,28.0,1,0,24,3,0,1,1,0
876,1,1,15.0,0,0,7,2,0,0,1,0
877,0,0,20.0,0,0,9,1,0,0,0,0
878,0,0,19.0,0,0,7,1,0,0,0,0
879,0,0,28.724890829694324,0,0,7,1,0,0,0,0
880,1,1,56.0,0,1,83,3,1,0,1,0
881,1,1,25.0,0,1,26,3,0,1,0,0
882,0,0,33.0,0,0,7,1,0,0,0,0
883,0,1,22.0,0,0,10,2,0,0,0,0
884,0,0,28.0,0,0,10,1,0,1,0,0
885,0,0,25.0,0,0,7,1,0,0,0,0
886,0,1,39.0,0,5,29,3,0,0,0,1
887,0,0,27.0,0,0,13,5,0,1,0,0
888,1,1,19.0,0,0,30,2,1,0,0,0
889,0,1,16.1231884057971,1,2,23,2,0,0,0,0
890,1,0,26.0,0,0,30,1,1,0,1,0
891,0,0,32.0,0,0,7,1,0,0,0,1
